First team,Second team,Probability First Team Wins
team16,team53,0.496547471248552
team16,team54,0.6197127630986438
team16,team55,0.5242159458283839
team16,team56,0.5858063527839971
team16,team57,0.5280496589214392
team16,team58,0.5809925659802456
team16,team59,0.483892799290931
team16,team60,0.5554064790255209
team16,team61,0.5280599917628874
team16,team62,0.5685461834288289
team16,team63,0.546231142046255
team16,team64,0.6015816806099076
team16,team65,0.53790594558523
team16,team66,0.4782911029072545
team16,team67,0.5975988173872605
team16,team68,0.5402384820537293
team17,team18,0.5316601603262435
team17,team19,0.47505724000960736
team17,team20,0.45501519751519925
team17,team21,0.5036001276334479
team17,team22,0.4079238055698398
team17,team23,0.4804002750992808
team17,team24,0.5267322408942597
team17,team25,0.4551910623539021
team17,team26,0.43756574735131765
team17,team27,0.4646314768770136
team17,team28,0.5501276981981404
team17,team29,0.42111133398893663
team17,team30,0.47398523509102003
team17,team31,0.4218127102615585
team17,team32,0.5231591554730104
team17,team33,0.46122084241020317
team17,team34,0.4490422582969683
team17,team35,0.51914015902665
team17,team36,0.4448915109954467
team17,team37,0.5257736792048168
team17,team38,0.4709327275079246
team17,team39,0.520642658850429
team17,team40,0.49707558899746906
team17,team41,0.45475339506196916
team17,team42,0.5260762563245238
team17,team43,0.5200238098792417
team17,team44,0.5163299428962486
team17,team45,0.5056277196328769
team17,team46,0.4698176121580362
team17,team47,0.5191826089415187
team17,team48,0.5355139408567268
team17,team49,0.4563327475685659
team17,team50,0.4453504204678876
team17,team51,0.501050265230326
team17,team52,0.4884539780333795
team17,team53,0.43027304600584076
team17,team54,0.5551255868336759
team17,team55,0.45760522147504085
team17,team56,0.5199216436605674
team17,team57,0.46142423201637955
team17,team58,0.5149761225182771
team17,team59,0.4179053748605113
team17,team60,0.4889050530569666
team17,team61,0.4614345358088246
team17,team62,0.5022487815369765
team17,team63,0.47964310732045784
team17,team64,0.5362196781067808
team17,team65,0.47127874902843275
team17,team66,0.4124570912183709
team17,team67,0.5320916266133059
team17,team68,0.4736184909776261
team18,team19,0.4435753121322189
team18,team20,0.42378920280231375
team18,team21,0.47192716827235925
team18,team22,0.3776898535081639
team18,team23,0.4488670330215363
team18,team24,0.4950553409780547
team18,team25,0.4239623875421151
team18,team26,0.4066437283459944
team18,team27,0.4332702054696614
team18,team28,0.5185855225576954
team18,team29,0.39054468818731397
team18,team30,0.4425144623924508
team18,team31,0.3912295609424346
team18,team32,0.4914739892926556
team18,team33,0.42990492023936794
team18,team34,0.4179118392297581
team18,team35,0.4874495774549169
team18,team36,0.4138327099794164
team18,team37,0.49409424251411327
team18,team38,0.43949529094694467
team18,team39,0.48895362108534185
team18,team40,0.4654282323006673
team18,team41,0.4235314043057649
team18,team42,0.4943975950991299
team18,team43,0.48833406675136803
team18,team44,0.48463801345274543
team18,team45,0.4739489928052984
team18,team46,0.43839293356621156
team18,team47,0.48749206311047794
team18,team48,0.5038711912450272
team18,team49,0.4250868605630611
team18,team50,0.41428349190519453
team18,team51,0.4693860330547646
team18,team52,0.4568569013572796
team18,team53,0.3995003245637047
team18,team54,0.5236303935854844
team18,team55,0.4263405316115556
team18,team56,0.4882317934468821
team18,team57,0.43010552437586347
team18,team58,0.4832842593563614
team18,team59,0.3874156990180015
team18,team60,0.45730488241066247
team18,team61,0.43011568732907585
team18,team62,0.47058024284235034
team18,team63,0.4481167026507039
team18,team64,0.5045805281283465
team18,team65,0.4398374167212412
team18,team66,0.3821039839085115
team18,team67,0.500433226966586
team18,team68,0.44215160048933955
team19,team20,0.4798675996584296
team19,team21,0.5285326390286549
team19,team22,0.4322441236495037
team19,team23,0.5053535037856829
team19,team24,0.5515375449195291
team19,team25,0.4800446090890482
team19,team26,0.4622735040822734
team19,team27,0.4895373166281137
team19,team28,0.5746968772505826
team19,team29,0.44562612787557204
team19,team30,0.49892520543045105
team19,team31,0.4463368533171883
team19,team32,0.5479910267718047
team19,team33,0.4861098609402837
team19,team34,0.4738520794645696
team19,team35,0.5439988972457701
team19,team36,0.46966749586344114
team19,team37,0.5505863580560533
team19,team38,0.49586349132530977
team19,team39,0.5454917268306221
team19,team40,0.5220247751901507
team19,team41,0.4796040817416518
team19,team42,0.5508866268569431
team19,team43,0.5448769149334253
team19,team44,0.541205568492272
team19,team45,0.5305533244375492
team19,team46,0.49474454625223074
team19,team47,0.5440410800809204
team19,team48,0.5602432432037766
team19,team49,0.48119357308753213
team19,team50,0.47013031764662955
team19,team51,0.5259903017995438
team19,team52,0.5134121883096955
team19,team53,0.4549020718543944
team19,team54,0.5796303847147475
team19,team55,0.48247384986134007
team19,team56,0.5447754079111343
team19,team57,0.48631431931867114
team19,team58,0.5398593253696261
team19,team59,0.44237615719361306
team19,team60,0.5138631589320652
team19,team61,0.486324677033822
team19,team62,0.52718544211261
team19,team63,0.5045952002929333
team19,team64,0.5609422127494544
team19,team65,0.49621065045171947
team19,team66,0.4368482683831613
team19,team67,0.5568523558800585
team19,team68,0.4985574540274867
team20,team21,0.5485534769757243
team20,team22,0.45211524784587476
team20,team23,0.5254749214930796
team20,team24,0.5713737230448221
team20,team25,0.5001772943425694
team20,team26,0.4823522889185037
team20,team27,0.5096778711153609
team20,team28,0.594262260895293
team20,team29,0.4656079354693374
team20,team30,0.5190592554035277
team20,team31,0.4663237225751871
team20,team32,0.5678611641905393
team20,team33,0.5062492514906045
team20,team34,0.4939717863073824
team20,team35,0.5639048689828907
team20,team36,0.48977491976485343
team20,team37,0.5704318402628514
team20,team38,0.5160012218562082
team20,team39,0.5653845952434349
team20,team40,0.5420825359946717
team20,team41,0.4997360485495194
team20,team42,0.5707291874915428
team20,team43,0.5647752227972809
team20,team44,0.5611351061670808
team20,team45,0.5505613213258578
team20,team46,0.5148832454749278
team20,team47,0.5639466864251316
team20,team48,0.5799875945797436
team20,team49,0.5013279846273758
team20,team50,0.4902392395172781
team20,team51,0.5460263694725156
team20,team52,0.5335083969629254
team20,team53,0.4749434739548991
team20,team54,0.5991271221617103
team20,team55,0.5026099337953084
team20,team56,0.5646746080595547
team20,team57,0.5064538324445303
team20,team58,0.559799777062944
team20,team59,0.46233377021743993
team20,team60,0.5339576491353906
team20,team61,0.5064641961897866
team20,team62,0.5472144789674205
team20,team63,0.5247184535794626
team20,team64,0.5806786702456417
team20,team65,0.5163480394761465
team20,team66,0.4567607720085143
team20,team67,0.5766339034089635
team20,team68,0.5186920257778049
team21,team22,0.40445037141297463
team21,team23,0.4768066936848083
team21,team24,0.5231410215802672
team21,team25,0.4516221515710782
team21,team26,0.4340249369149146
team21,team27,0.46105118683964147
team21,team28,0.5465611814261249
team21,team29,0.41760481034498775
team21,team30,0.47039619780849623
team21,team31,0.41830456653035664
team21,team32,0.5195655530231514
team21,team33,0.4576443678418886
team21,team34,0.4454821368253719
team21,team35,0.5155443158428481
team21,team36,0.4413379370106476
team21,team37,0.5221817844324689
team21,team38,0.46734626818990616
team21,team39,0.5170475988684963
team21,team40,0.4934757361204206
team21,team41,0.45118507397543206
team21,team42,0.5224845719042374
team21,team43,0.5164284194312199
team21,team44,0.5127328095041044
team21,team45,0.5020277563329305
team21,team46,0.4662321614385219
team21,team47,0.5155867869921671
team21,team48,0.5319301429011807
team21,team49,0.4527623244370606
team21,team50,0.4417960982484681
team21,team51,0.4974500990312693
team21,team52,0.48485636831053736
team21,team53,0.42674647251297976
team21,team54,0.5515663944911895
team21,team55,0.4540331568960113
team21,team56,0.5163261997173246
team21,team57,0.45784752053854644
team21,team58,0.5113784488044512
team21,team59,0.4144064363244176
team21,team60,0.48530727292313747
team21,team61,0.4578578123607212
team21,team62,0.4986486101406569
team21,team63,0.4760500006208847
team21,team64,0.5326365731177167
team21,team65,0.467691984012275
team21,team66,0.4089717195318372
team21,team67,0.5285046720094629
team21,team68,0.47002974925817814
team22,team23,0.5730034575680668
team22,team24,0.617650098101977
team22,team25,0.5480604144235292
team22,team26,0.5303395957351987
team22,team27,0.5574561174483862
team22,team28,0.6396260781704034
team22,team29,0.5135821590359494
team22,team30,0.566700511279155
team22,team31,0.5143007189541203
team22,team32,0.6142607482701367
team22,team33,0.5540692840399402
team22,team34,0.5419049234816649
team22,team35,0.6104378316791669
team22,team36,0.5377335731873929
team22,team37,0.6167416950175977
team22,team38,0.5636907708309356
team22,team39,0.6118683417838419
team22,team40,0.5892479100797037
team22,team41,0.5476232083901507
team22,team42,0.6170285078199435
team22,team43,0.6112793342590114
team22,team44,0.6077580378160293
team22,team45,0.5975018204769305
team22,team46,0.562589572153533
team22,team47,0.6104782692596552
team22,team48,0.6259428091251585
team22,team49,0.5492002221707274
team22,team50,0.5381954005083012
team22,team51,0.5930904506262779
team22,team52,0.5808740858787702
team22,team53,0.5229383140089495
team22,team54,0.64427261196959
team22,team55,0.5504694560598243
team22,team56,0.6111820689517955
team22,team57,0.5542714963095132
team22,team58,0.6064650792623454
team22,team59,0.5102927801725442
team22,team60,0.5813135207130857
team22,team61,0.5542817396397763
team22,team62,0.5942469171846851
team22,team63,0.5722610821648159
team22,team64,0.6266069509416407
team22,team65,0.5640322881412844
team22,team66,0.5046843196930102
team22,team67,0.6227173632414654
team22,team68,0.5663392666341455
team23,team24,0.546235067345523
team23,team25,0.4747019158082841
team23,team26,0.45695477548983504
team23,team27,0.48418735563472687
team23,team28,0.569454470061237
team23,team29,0.4403420875510915
team23,team30,0.4935718495929386
team23,team31,0.44105109028414546
team23,team32,0.5426813858171978
team23,team33,0.4807620793519014
team23,team34,0.46851620446242864
team23,team35,0.5386818392202346
team23,team36,0.4643371565461627
team23,team37,0.5452819062139449
team23,team38,0.49051082808344765
team23,team39,0.5401773622453265
team23,team40,0.5166791379342264
team23,team41,0.4742618193252159
team23,team42,0.5455827940492718
team23,team43,0.5395614294811324
team23,team44,0.5358837276706343
team23,team45,0.525216318916508
team23,team46,0.4893922362681622
team23,team47,0.5387240968498567
team23,team48,0.5549606413782364
team23,team49,0.47584979509919023
team23,team50,0.46479932925999584
team23,team51,0.5206482899583175
team23,team52,0.508060999714096
team23,team53,0.44959724340772644
team23,team54,0.5744037546776138
team23,team55,0.47712892970828413
team23,team56,0.5394597389622022
team23,team57,0.4809663936239471
team23,team58,0.5345352991262469
team23,team59,0.43710026902425503
team23,team60,0.5085121821229494
team23,team61,0.48097674408637253
team23,team62,0.5218446551813427
team23,team63,0.49924162188156296
team23,team64,0.5556613479951223
team23,team65,0.49085788850439815
team23,team66,0.4315872813155441
team23,team67,0.5515616251354089
team23,team68,0.49320416017006213
team24,team25,0.42879996739209664
team24,team26,0.4114248368967621
team24,team27,0.438133211199009
team24,team28,0.5235215351506508
team24,team29,0.3952626036518848
team24,team30,0.44739931519697795
team24,team31,0.3959503747872771
team24,team32,0.49641804427915226
team24,team33,0.43475913029332863
team24,team34,0.4227310450054216
team24,team35,0.4923923480275852
team24,team36,0.4186387072712401
team24,team37,0.49903878925911954
team24,team38,0.44437338156000544
team24,team39,0.49389694669811196
team24,team40,0.4703526189648919
team24,team41,0.4283677234831802
team24,team42,0.4993421812295404
team24,team43,0.49327717457379616
team24,team44,0.4895795063208372
team24,team45,0.4788827711034457
team24,team46,0.44326846500016204
team24,team47,0.49243485059062564
team24,team48,0.5088151753164766
team24,team49,0.4299276948713452
team24,team50,0.4190909813676667
team24,team51,0.4743151398293713
team24,team52,0.4617689373681751
team24,team53,0.40425466613265587
team24,team54,0.5285617035253967
team24,team55,0.43118493507886746
team24,team56,0.4931748638564531
team24,team57,0.4349602713453608
team24,team58,0.48822502540036483
team24,team59,0.392120135049161
team24,team60,0.4622176360702931
team24,team61,0.43497046145710644
team24,team62,0.4755106519370432
team24,team63,0.4530131446611554
team24,team64,0.5095243242789048
team24,team65,0.44471629178794175
team24,team66,0.386784644829419
team24,team67,0.5053778399077651
team24,team68,0.4470356597023412
team25,team26,0.48217521765945476
team25,team27,0.5095006419788058
team25,team28,0.5940912564273496
team25,team29,0.4654314842554211
team25,team30,0.5188822162804072
team25,team31,0.46614723671967495
team25,team32,0.567687127331718
team25,team33,0.5060719840580225
team25,team34,0.49379451849369776
team25,team35,0.563730462897694
team25,team36,0.4895977008534694
team25,team37,0.5702580552165044
team25,team38,0.515824107080929
team25,team39,0.5652103246563626
team25,team40,0.5419064923087134
team25,team41,0.4995587542895461
team25,team42,0.5705554321769384
team25,team43,0.5646008960339644
team25,team44,0.5609604548036675
team25,team45,0.5503858336653497
team25,team46,0.5147061063532651
team25,team47,0.563772284126498
team25,team48,0.5798148277645649
team25,team49,0.5011506913685008
team25,team50,0.49006201396654564
team25,team51,0.5458505717320237
team25,team52,0.5333318946993972
team25,team53,0.47476662799726965
team25,team54,0.5989567843536066
team25,team55,0.5024326439553343
team25,team56,0.5645002720715303
team25,team57,0.5062765668292545
team25,team58,0.5596250113365305
team25,team59,0.46215748672551504
team25,team60,0.5337811683107919
team25,team61,0.5062869306681523
team25,team62,0.5470387596443389
team25,team63,0.5245415894452602
team25,team64,0.5805059820920603
team25,team65,0.5161709326138659
team25,team66,0.4565848089616059
team25,team67,0.5764607644818623
team25,team68,0.5185149768690595
team26,team27,0.5273069269483328
team26,team28,0.6111702393582487
team26,team29,0.4832148962655921
team26,team30,0.5366576469594094
team26,team31,0.48393323916064074
team26,team32,0.5851012084110454
team26,team33,0.523886425315891
team26,team34,0.5116244440163589
team26,team35,0.5811863404728286
team26,team36,0.5074279923492934
team26,team37,0.587643800123934
team26,team38,0.5336109680129256
team26,team39,0.5826508269876652
team26,team40,0.5595533354516877
team26,team41,0.5173840835409215
team26,team42,0.5879378396198506
team26,team43,0.5820477673718397
team26,team44,0.5784442847592469
team26,team45,0.5679664488443514
team26,team46,0.5324968147248481
team26,team47,0.5812277314179725
team26,team48,0.5970871137745465
team26,team49,0.5189739170264169
team26,team50,0.5078923886149329
team26,team51,0.5634678708848736
team26,team52,0.5510353896465312
team26,team53,0.49257805739132005
team26,team54,0.6159633832667146
team26,team55,0.5202539133478571
team26,team56,0.5819481899907615
team26,team57,0.5240905683092286
team26,team58,0.5771219320406642
team26,team59,0.4799281123382234
team26,team60,0.5514819528727644
team26,team61,0.5241009097112567
team26,team62,0.5646467283258324
team26,team63,0.5422923688542045
team26,team64,0.597769566492125
team26,team65,0.5339565639388792
team26,team66,0.4743301311131884
team26,team67,0.5937743280144657
team26,team68,0.536291850275238
team27,team28,0.584894171331806
team27,team29,0.4559886596385232
team27,team30,0.5093883110974057
team27,team31,0.45670229688675773
team27,team32,0.5583365435486153
team27,team33,0.4965705507304144
team27,team34,0.4842975795261468
team27,team35,0.55436148014253
team27,team36,0.4801049236784519
team27,team37,0.56092006900042
team27,team38,0.506327270048385
team27,team39,0.555848083151657
team27,team40,0.5324575407266098
team27,team41,0.49005827901819105
team27,team42,0.5612189357716917
team27,team43,0.5552358580833792
team27,team44,0.5515793042172065
team27,team45,0.5409636284763745
team27,team46,0.5052083751780818
team27,team47,0.5544034895791132
team27,team48,0.5705281094194622
team27,team49,0.49164968423684235
team27,team50,0.48056871058317224
team27,team51,0.5364133778598985
team27,team52,0.5238614779973135
team27,team53,0.46529926169922897
team27,team54,0.5897938220923302
team27,team55,0.49293134850290304
team27,team56,0.5551347751286283
team27,team57,0.4967751556423288
team27,team58,0.5502382042827911
team27,team59,0.45272483176563383
team27,team60,0.5243117370384319
team27,team61,0.4967855206875252
team27,team62,0.5376053407341375
team27,team63,0.5150549884023206
team27,team64,0.5712232429279647
team27,team65,0.5066743922958442
team27,team66,0.44717132841351614
team27,team67,0.5671552558924107
team27,team68,0.5090206819924415
team28,team29,0.37299264186051634
team28,team30,0.4242526533185979
team28,team31,0.37366560631241613
team28,team32,0.4729056402634206
team28,team33,0.41177911799853717
team28,team34,0.3999369619141155
team28,team35,0.46889307842169287
team28,team36,0.39591394773096744
team28,team37,0.4755194680447632
team28,team38,0.42126392691036824
team28,team39,0.47039241260108183
team28,team40,0.4469789810506695
team28,team41,0.4054831942164472
team28,team42,0.47582214248588484
team28,team43,0.469774757635453
team28,team44,0.46609121615681115
team28,team45,0.45544975010745536
team28,team46,0.42017301843176275
team28,team47,0.4689354264489014
team28,team48,0.4852814327948324
team28,team49,0.4070191668031663
team28,team50,0.3963584092557144
team28,team51,0.45091222966248795
team28,team52,0.43846873100027817
team28,team53,0.3817979317308273
team28,team54,0.5050537491148855
team28,team55,0.4082573914722218
team28,team56,0.46967280333693967
team28,team57,0.41197737629760645
team28,team58,0.4647425506351127
team28,team59,0.3699189228500478
team28,team60,0.43891325189662733
team28,team61,0.4119874205631958
team28,team62,0.4520994847585057
team28,team63,0.42980194191947146
team28,team64,0.4859902348808778
team28,team65,0.42160253561876515
team28,team66,0.36470427913258197
team28,team67,0.4818471197591086
team28,team68,0.42389337985030673
team29,team30,0.5533115398187589
team29,team31,0.5007191186291607
team29,team32,0.601307468577993
team29,team33,0.5406064067485234
team29,team34,0.5283873922428941
team29,team35,0.5974403083324324
team29,team36,0.5242010265843033
team29,team37,0.6038179929927259
team29,team38,0.5502826012969485
team29,team39,0.5988871848858551
team29,team40,0.576034420448508
team29,team41,0.5341293523627431
team29,team42,0.6041082690775641
team29,team43,0.5982914111312735
team29,team44,0.5947304638082903
team29,team45,0.584366563014886
team29,team46,0.5491746268181843
team29,team47,0.5974812054513214
team29,team48,0.6131347521226632
team29,team49,0.5357135247066372
team29,team50,0.5246644227149942
team29,team51,0.5799124469705191
team29,team52,0.5675888975067992
team29,team53,0.5093678292303176
team29,team54,0.6317229148226642
team29,team55,0.5369887177470933
team29,team56,0.5981930321782979
team29,team57,0.5408096644212146
team29,team58,0.5934232901172978
team29,team59,0.49670878071076485
team29,team60,0.5680319029957578
team29,team61,0.5408199608269525
team29,team62,0.5810799121476057
team29,team63,0.5589101954865501
team29,team64,0.6138076041923362
team29,team65,0.5506262470294813
team29,team66,0.4910998956454716
team29,team67,0.6098676995167007
team29,team68,0.5529479384215096
team30,team31,0.4473995125632242
team30,team32,0.5490557000721921
team30,team33,0.4871838901806589
team30,team34,0.4749240551325092
team30,team35,0.5450651673286768
team30,team36,0.47073847458836565
team30,team37,0.5516499198128317
team30,team38,0.4969382314456275
team30,team39,0.5465574158384131
team30,team40,0.523097382704677
team30,team41,0.480677181976594
team30,team42,0.551950056277311
team30,team43,0.5459428455725363
team30,team44,0.5422728744185243
team30,team45,0.5316239650668219
team30,team46,0.4958192463612777
team30,team47,0.5451073340073322
team30,team48,0.561302160731773
team30,team49,0.4822669338999921
team30,team50,0.4712014140431839
team30,team51,0.5270620725358922
team30,team52,0.5144861475878585
team30,team53,0.4559683293860618
team30,team54,0.5806775597073492
team30,team55,0.48354740476001934
team30,team56,0.5458413781317801
team30,team57,0.48738837185557093
team30,team58,0.5409271065741853
team30,team59,0.4434369391034685
team30,team60,0.5149370632497805
team30,team61,0.4873987307413397
team30,team62,0.528256934151222
team30,team63,0.5056698828506281
team30,team64,0.5620007630299773
team30,team65,0.4972854007974905
team30,team66,0.43790620445289397
team30,team67,0.5579129954471413
team30,team68,0.49963224631631475
team31,team32,0.6006176707784266
team31,team33,0.539891947630259
team31,team34,0.5276705330680006
team31,team35,0.5967483067602315
team31,team36,0.5234835427299439
team31,team37,0.6031296719580325
team31,team38,0.5495706523994645
team31,team39,0.5981959977613651
team31,team40,0.5753317777132674
team31,team41,0.5334135140121748
team31,team42,0.6034201211325334
team31,team43,0.5975998871855744
team31,team44,0.5940369692908017
team31,team45,0.5836677487301222
team31,team46,0.5484623631690143
team31,team47,0.5967892267345959
team31,team48,0.6124522287358722
team31,team49,0.534998001388691
team31,team50,0.5239470030438823
team31,team51,0.5792115363896715
team31,team52,0.5668827820770608
team31,team53,0.5086489436583781
team31,team54,0.6310534520329656
team31,team55,0.5362734585088702
team31,team56,0.5975014528105733
team31,team57,0.5400952524919392
team31,team58,0.5927290905500535
team31,team59,0.49598970004754855
team31,team60,0.567325959520643
team31,team61,0.5401055512944525
team31,team62,0.5803795399804801
team31,team63,0.5582009392204919
team31,team64,0.6131255188616949
team31,team65,0.5499143971898746
team31,team66,0.4903810232709969
team31,team67,0.6091830861970977
team31,team68,0.5522367756306514
team32,team33,0.43828339582434434
team32,team34,0.42623133173597155
team32,team35,0.495973864895318
team32,team36,0.42212988745085184
team32,team37,0.5026207810735143
team32,team38,0.4479138241644901
team32,team39,0.49747868194616823
team32,team40,0.47392349784593407
team32,team41,0.43187976505193876
team32,team42,0.5029241645109627
team32,team43,0.4968588277260872
team32,team44,0.4931604408750723
team32,team45,0.48245941967763234
team32,team46,0.4468071835047431
team32,team47,0.49601637451785874
team32,team48,0.5123955654492625
team32,team49,0.4334428282848651
team32,team50,0.42258319164656905
team32,team51,0.4778889585072464
team32,team52,0.4653319030185492
team32,team53,0.4077100164065048
team32,team54,0.5321305105728509
team32,team55,0.43470250942889493
team32,team56,0.4967565023978051
team32,team57,0.43848490251787975
team32,team58,0.4918055986458044
team32,team59,0.39554062963460884
team32,team60,0.46578106774794137
team32,team61,0.43849511112264056
team32,team62,0.47908526911716387
team32,team63,0.45656585967867286
team32,team64,0.5131044917237085
team32,team65,0.44825726233570623
team32,team66,0.3901884720250871
team32,team67,0.5089591053050218
team32,team68,0.450580112465127
team33,team34,0.48772438459604056
team33,team35,0.5577478656879511
team33,team36,0.48352987797800695
team33,team37,0.5642957869787874
team33,team38,0.5097558725452417
team33,team39,0.5592321539175431
team33,team40,0.535871018570191
team33,team41,0.4934868400327182
team33,team42,0.5645941395973665
team33,team43,0.5586208894671684
team33,team44,0.554969859319386
team33,team45,0.5443681459207559
team33,team46,0.5086372073413677
team33,team47,0.5577898105424934
team33,team48,0.5738860746290314
team33,team49,0.4950785697667467
team33,team50,0.4839938933532407
team33,team51,0.5398229351222595
team33,team52,0.5272819971349921
team33,team53,0.46871381819293206
team33,team54,0.5931085826836284
team33,team55,0.4963604448581951
team33,team56,0.5585199641308448
team33,team57,0.500204613963578
team33,team58,0.5536306935581137
team33,team59,0.4561258281449301
team33,team60,0.5277319376104472
team33,team61,0.5002149794367525
team33,team62,0.5410136326114077
team33,team63,0.5184806210304711
team33,team64,0.5745798257691648
team33,team65,0.510102916563008
team33,team66,0.45056495245034894
team33,team67,0.5705197408131196
team33,team68,0.5124485908250346
team34,team35,0.5698254865705384
team34,team36,0.49580209844017986
team34,team37,0.5763304210293307
team34,team38,0.5220209390967336
team34,team39,0.5713003960721241
team34,team40,0.548061979750789
team34,team41,0.5057642989297265
team34,team42,0.5766267156519271
team34,team43,0.5706930199634456
team34,team44,0.5670644573307064
team34,team45,0.5565206263257225
team34,team46,0.5209039572068769
team34,team47,0.5698671693328937
team34,team48,0.5858502264293954
team34,team49,0.5073559627710282
team34,team50,0.49626657451161954
team34,team51,0.5519968756201943
team34,team52,0.5395046915320367
team34,team53,0.480960184088267
team34,team54,0.6049045889299312
team34,team55,0.5086376038979923
team34,team56,0.5705927331309156
team34,team57,0.5124801039793175
team34,team58,0.5657332071952542
team34,team59,0.46833322286599083
team34,team60,0.5399531485562356
team34,team61,0.5124904629911406
team34,team62,0.5531821460697887
team34,team63,0.5307283521760862
team34,team64,0.586538532477866
team34,team65,0.522367435972438
team34,team66,0.4627501482150348
team34,team67,0.5825096506384014
team34,team68,0.5247091026305595
team35,team36,0.42606330132359516
team35,team37,0.5066466356471367
team35,team38,0.4518996115125552
team35,team39,0.501504878155929
team35,team40,0.4779403690067513
team35,team41,0.4358355088174473
team35,team42,0.5069499723252854
team35,team43,0.5008850076007689
team35,team44,0.4971862660527103
team35,team45,0.48648173610277984
team35,team46,0.45079116406368575
team35,team47,0.5000425123498975
team35,team48,0.5164184230281391
team35,team49,0.4374018661611904
team35,team50,0.4265177118179123
team35,team51,0.4819086514969024
team35,team52,0.4693409207371315
team35,team53,0.41160477076295476
team35,team54,0.5361379462018471
team35,team55,0.4386641446020722
team35,team56,0.5007826783857225
team35,team57,0.44245402841829445
team35,team58,0.4958311836040104
team35,team59,0.39939752419701374
team35,team60,0.4697905550263239
team35,team61,0.44246425661500466
team35,team62,0.48310571385242035
team35,team63,0.46056441010607824
team35,team64,0.5171270123125986
team35,team65,0.4522436023680545
team35,team66,0.39402719802428543
team35,team67,0.5129833671399752
team35,team68,0.45457009060561965
team36,team37,0.5804252407237834
team36,team38,0.5262091493796314
team36,team39,0.5754080155229376
team36,team40,0.5522177396188667
team36,team41,0.5099612363231754
team36,team42,0.5807207549757415
team36,team43,0.5748021277058128
team36,team44,0.5711821991952055
team36,team45,0.5606609562642921
team36,team46,0.525093050829374
team36,team47,0.5739782809054241
team36,team48,0.5899185047819246
team36,team49,0.5115524373919148
team36,team50,0.500464505191368
team36,team51,0.5561457556996798
team36,team52,0.5436736223156964
team36,team53,0.485153339035596
team36,team54,0.6089106425903567
team36,team55,0.5128336440757842
team36,team56,0.5747020854250019
team36,team57,0.5166745112120295
team36,team58,0.5698540062687656
team36,team59,0.47251651046357585
team36,team60,0.5441214500262636
team36,team61,0.516684865151831
team36,team62,0.5573288521817412
team36,team63,0.5349082418374808
team36,team64,0.5906047743408439
team36,team65,0.5265553637312592
team36,team66,0.46692736334188584
team36,team67,0.5865875877307605
team36,team68,0.5288950154888978
team37,team38,0.4453228982022496
team37,team39,0.4948580367813778
team37,team40,0.4713105594100854
team37,team41,0.4293094650006615
team37,team42,0.5003033927377647
team37,team43,0.494238236383412
team37,team44,0.4905403380588314
team37,team45,0.47984234519537106
team37,team46,0.44421750824956124
team37,team47,0.4933958692383997
team37,team48,0.5097760547178788
team37,team49,0.43087028089004853
team37,team50,0.42002731400777826
team37,team51,0.47527390876355996
team37,team52,0.46272466891748065
team37,team53,0.40518097154537136
team37,team54,0.529519672555618
team37,team55,0.432128188084117
team37,team56,0.49413592071464735
team37,team57,0.4359054541206292
team37,team58,0.48918574654832486
team37,team59,0.39303697954651606
team37,team60,0.4631734971261493
team37,team61,0.4359156492926416
team37,team62,0.47646964711407264
team37,team63,0.4539660390410623
team37,team64,0.5104851510584691
team37,team65,0.44566595343729604
team37,team66,0.38769697059372543
team37,team67,0.5063389195791228
team37,team68,0.44798627839126137
team38,team39,0.5495909080474389
team38,team40,0.5261517535723375
team38,team41,0.4837351014754813
team38,team42,0.5549768465720167
team38,team43,0.5489770564299278
team38,team44,0.5453111845103864
team38,team45,0.5346723050011577
team38,team46,0.4988809576184421
team38,team47,0.5481425070584894
team38,team48,0.5643156428950833
team38,team49,0.48532551547657277
team38,team50,0.4742541020600426
team38,team51,0.530113860417044
team38,team52,0.5175448034673358
team38,team53,0.4590079926258757
team38,team54,0.5836566701124855
team38,team55,0.48660647457051626
team38,team56,0.5488757067519606
team38,team57,0.49044866515330576
team38,team58,0.5439668373092199
team38,team59,0.44646161990846817
team38,team60,0.5179955397842841
team38,team61,0.49045902684992154
team38,team62,0.5313078681554113
team38,team63,0.5087310451258015
team38,team64,0.5650131652710775
team38,team65,0.5003471808942036
team38,team66,0.4409230469149318
team38,team67,0.5609315474025712
team38,team68,0.5026940270043335
team39,team40,0.4764386195247669
team39,team41,0.43435598493793254
team39,team42,0.5054453219768307
team39,team43,0.4993801261425771
team39,team44,0.4956814610412016
team39,team45,0.48497808033093076
team39,team46,0.44930130353133585
team39,team47,0.4985376338197438
team39,team48,0.514915018937025
team39,team49,0.43592113357937695
team39,team50,0.4250459878873731
team39,team51,0.4804059071592509
team39,team52,0.4678419774315654
team39,team53,0.41014770267283934
team39,team54,0.5346406035142033
team39,team55,0.4371824594331578
team39,team56,0.49927779682724716
team39,team57,0.4409695983169095
team39,team58,0.4943264478215781
team39,team59,0.3979544425727081
team39,team60,0.46829144294895303
team39,team61,0.4409798193392715
team39,team62,0.4816027066160258
team39,team63,0.45906924821607664
team39,team64,0.5156237449064434
team39,team65,0.45075288129308116
team39,team66,0.39259083666979605
team39,team67,0.5114793861387376
team39,team68,0.45307804400523094
